page,json_path,classification,finding
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/motorized-window-shades-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/coastal-window-treatments-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/window-treatment-installation-timeline-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/window-treatment-cost-guide-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/custom-drapery-curtains-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
